user_id,bonus_id,transaction_id,bonus_code,bonus_criteria,bonusCode,relatedTo,activity,tandcParagraph,target_amount,contribution,pending,expired_amount,bonus_amount,converted_to_cash,redeemed_amount,unlocked_datetime,expiry_datetime,bonus_status,transaction_type,bonus_game_type,transaction_status,bonus_type,wallet_type,bonus_created_datetime,bonus_updated_datetime,bonus_redeemed_datetime
10000000537,732470,4444,CODE20,Deposit,CODE50,Referral,First Deposit,8,3100,,,,476,,,,7/18/2025,Expired,Bonus Used,Table Bonus,Completed,Special Bonus,Bonus,3/18/2024,6/17/2024,8/2/2024
10000000869,784965,1502,CODE50,Deposit,CODE30,Referral,Mini Registration,3,4273,,,,844,,,,3/3/2025,Unlocked,Bonus Used,Slot Bonus,Pending,Special Bonus,Cash,10/31/2024,1/4/2024,7/28/2024
10000000952,319681,1857,CODE30,Registration,CODE50,Deposit,Referral Bonus,9,156,,,,831,,,,7/27/2025,Unlocked,Bonus Used,RV Bonus,Completed,Regular Bonus,Bonus,6/13/2024,12/18/2024,8/29/2024
10000000894,773482,4457,CODE10,Referral,CODE10,Deposit,Referral Bonus,1,2274,,,,951,,,,7/20/2025,Expired,Bonus Transferred to Cash,Table Bonus,Pending,Regular Bonus,Cash,3/27/2024,8/9/2024,1/6/2024
10000000106,630893,4974,CODE30,Registration,CODE20,Referral,Mini Registration,1,1921,,,,396,,,,2/5/2025,Locked,Bonus Transferred to Cash,Slot Bonus,Paused,Special Bonus,Bonus,2/18/2024,9/27/2024,7/21/2024
10000000335,649578,505,CODE20,Deposit,CODE30,Registration,Referral Bonus,8,4588,,,,420,,,,1/9/2025,Locked,Bonus Transferred to Cash,RV Bonus,Completed,Regular Bonus,Cash,12/11/2024,2/12/2024,9/9/2024
10000000661,139274,526,CODE10,Registration,CODE50,Referral,First Deposit,9,2844,,,,245,,,,1/26/2025,Expired,Bonus Expired,RV Bonus,Pending,Special Bonus,Bonus,6/9/2024,5/18/2024,5/15/2024
10000000583,691298,3072,CODE20,Registration,CODE10,Referral,Referral Bonus,4,4083,,,,310,,,,6/21/2025,Locked,Bonus Used,Table Bonus,Pending,Regular Bonus,Bonus,6/1/2024,8/8/2024,10/12/2024
10000000510,323378,2276,CODE10,Registration,CODE20,Registration,Mini Registration,1,2666,,,,794,,,,3/3/2025,Locked,Bonus Transferred to Cash,RV Bonus,Paused,Regular Bonus,Bonus,11/13/2024,2/24/2024,2/24/2024
10000000179,815329,1695,CODE30,Deposit,CODE30,Referral,Mini Registration,1,2823,,,,908,,,,11/19/2025,Unlocked,Bonus Expired,Slot Bonus,Completed,Special Bonus,Bonus,7/29/2024,6/4/2024,2/24/2024
10000000079,214365,2483,CODE50,Registration,CODE10,Registration,Referral Bonus,3,4526,,,,291,,,,5/16/2025,Locked,Bonus Used,Slot Bonus,Paused,Special Bonus,Cash,9/20/2024,5/30/2024,9/7/2024
10000000152,297997,4046,CODE20,Referral,CODE50,Referral,Referral Bonus,1,3200,,,,943,,,,7/19/2025,Locked,Bonus Expired,RV Bonus,Paused,Special Bonus,Bonus,12/13/2024,5/28/2024,8/22/2024
10000000018,939119,3728,CODE50,Registration,CODE20,Referral,Referral Bonus,1,2459,,,,418,,,,11/2/2025,Unlocked,Bonus Transferred to Cash,Slot Bonus,Completed,Regular Bonus,Bonus,10/18/2024,3/16/2024,5/14/2024
10000000130,859613,3954,CODE20,Deposit,CODE20,Deposit,Referral Bonus,7,170,,,,409,,,,6/5/2025,Expired,Bonus Expired,Table Bonus,Paused,Special Bonus,Cash,7/10/2024,2/6/2024,6/15/2024
10000000117,162897,1513,CODE50,Referral,CODE20,Referral,Referral Bonus,1,2033,,,,924,,,,3/25/2025,Expired,Bonus Expired,Table Bonus,Completed,Special Bonus,Cash,1/3/2024,11/8/2024,3/6/2024
10000000023,345551,3026,CODE20,Deposit,CODE20,Registration,Mini Registration,3,4523,,,,853,,,,12/24/2025,Unlocked,Bonus Transferred to Cash,RV Bonus,Paused,Regular Bonus,Cash,3/7/2024,7/17/2024,1/7/2024
10000000585,489838,4547,CODE50,Deposit,CODE20,Registration,Mini Registration,1,2788,,,,331,,,,10/17/2025,Unlocked,Bonus Used,RV Bonus,Completed,Special Bonus,Cash,3/30/2024,5/16/2024,7/28/2024
10000000191,322999,2540,CODE20,Referral,CODE50,Registration,First Deposit,5,3245,,,,608,,,,4/9/2025,Locked,Bonus Used,Table Bonus,Completed,Regular Bonus,Cash,7/5/2024,5/27/2024,12/17/2024
10000000145,217607,3415,CODE30,Deposit,CODE20,Referral,Referral Bonus,8,3354,,,,961,,,,7/20/2025,Expired,Bonus Expired,Slot Bonus,Completed,Special Bonus,Cash,9/5/2024,10/1/2024,5/26/2024
10000000837,634384,3378,CODE10,Registration,CODE50,Deposit,Referral Bonus,2,2263,,,,431,,,,12/7/2025,Expired,Bonus Used,RV Bonus,Completed,Regular Bonus,Cash,7/14/2024,5/14/2024,1/23/2024
10000000817,331570,2685,CODE10,Registration,CODE20,Referral,Referral Bonus,1,2605,,,,351,,,,12/17/2025,Unlocked,Bonus Transferred to Cash,Table Bonus,Paused,Special Bonus,Bonus,10/6/2024,9/15/2024,1/19/2024
10000000313,263870,571,CODE10,Deposit,CODE50,Deposit,First Deposit,5,361,,,,436,,,,7/15/2025,Unlocked,Bonus Used,Table Bonus,Completed,Regular Bonus,Bonus,11/24/2024,8/15/2024,6/26/2024
10000000694,922281,4342,CODE50,Referral,CODE50,Referral,Referral Bonus,8,3249,,,,566,,,,10/23/2025,Unlocked,Bonus Transferred to Cash,Slot Bonus,Pending,Special Bonus,Cash,3/27/2024,1/28/2024,7/14/2024
10000000300,100188,1472,CODE20,Deposit,CODE50,Registration,Referral Bonus,5,1781,,,,404,,,,8/8/2025,Locked,Bonus Expired,Slot Bonus,Completed,Regular Bonus,Cash,3/31/2024,3/16/2024,10/24/2024
10000000137,680984,4516,CODE20,Deposit,CODE30,Referral,Referral Bonus,1,1407,,,,612,,,,3/21/2025,Expired,Bonus Expired,Table Bonus,Pending,Special Bonus,Bonus,10/12/2024,9/14/2024,4/16/2024
10000000045,635798,4182,CODE10,Deposit,CODE20,Referral,Referral Bonus,2,2604,,,,439,,,,6/5/2025,Locked,Bonus Transferred to Cash,Slot Bonus,Completed,Regular Bonus,Cash,7/14/2024,6/11/2024,6/28/2024
10000000165,911604,878,CODE20,Registration,CODE50,Referral,First Deposit,5,4407,,,,85,,,,7/3/2025,Unlocked,Bonus Transferred to Cash,Slot Bonus,Paused,Special Bonus,Bonus,2/20/2024,9/5/2024,12/5/2024
10000000145,595375,2324,CODE50,Referral,CODE30,Registration,First Deposit,7,3731,,,,287,,,,5/15/2025,Unlocked,Bonus Used,RV Bonus,Completed,Special Bonus,Bonus,2/24/2024,12/24/2024,12/20/2024
10000000214,338378,4725,CODE30,Deposit,CODE10,Registration,First Deposit,4,2379,,,,705,,,,4/2/2025,Unlocked,Bonus Transferred to Cash,RV Bonus,Completed,Special Bonus,Cash,9/18/2024,2/27/2024,1/2/2024
10000000941,631651,4908,CODE50,Deposit,CODE50,Deposit,Referral Bonus,2,533,,,,706,,,,3/12/2025,Unlocked,Bonus Expired,Slot Bonus,Pending,Special Bonus,Cash,4/23/2024,8/7/2024,1/24/2024
10000000697,911074,141,CODE50,Deposit,CODE50,Registration,First Deposit,2,2789,,,,682,,,,4/9/2025,Locked,Bonus Transferred to Cash,Slot Bonus,Pending,Special Bonus,Bonus,11/29/2024,12/25/2024,8/3/2024
10000000086,401931,285,CODE20,Deposit,CODE30,Deposit,First Deposit,4,3429,,,,835,,,,2/28/2025,Unlocked,Bonus Used,RV Bonus,Completed,Special Bonus,Cash,10/17/2024,10/29/2024,4/2/2024
10000000079,342650,1801,CODE20,Referral,CODE30,Deposit,First Deposit,7,1138,,,,965,,,,7/11/2025,Locked,Bonus Transferred to Cash,RV Bonus,Completed,Special Bonus,Bonus,2/21/2024,10/20/2024,1/22/2024
10000000281,278174,2795,CODE30,Registration,CODE20,Registration,First Deposit,5,4524,,,,99,,,,11/15/2025,Expired,Bonus Used,RV Bonus,Completed,Special Bonus,Bonus,11/27/2024,3/22/2024,7/30/2024
10000000949,815902,4561,CODE50,Referral,CODE30,Registration,Mini Registration,2,1383,,,,244,,,,3/13/2025,Locked,Bonus Expired,Table Bonus,Paused,Regular Bonus,Bonus,5/29/2024,5/25/2024,4/14/2024
10000000166,917815,2946,CODE20,Deposit,CODE50,Deposit,Referral Bonus,4,3164,,,,85,,,,3/15/2025,Locked,Bonus Transferred to Cash,Table Bonus,Completed,Special Bonus,Bonus,11/1/2024,4/24/2024,1/2/2024
10000000087,624618,1737,CODE50,Registration,CODE10,Registration,First Deposit,3,2163,,,,214,,,,2/16/2025,Expired,Bonus Expired,Slot Bonus,Pending,Special Bonus,Bonus,1/8/2024,4/10/2024,1/9/2024
10000000471,516623,1126,CODE50,Referral,CODE20,Registration,Mini Registration,3,2959,,,,138,,,,2/3/2025,Expired,Bonus Expired,Slot Bonus,Completed,Regular Bonus,Cash,1/17/2024,6/10/2024,9/15/2024
10000000780,326584,2915,CODE10,Referral,CODE10,Deposit,First Deposit,3,642,,,,758,,,,12/24/2025,Locked,Bonus Expired,RV Bonus,Pending,Regular Bonus,Bonus,4/12/2024,7/25/2024,5/31/2024
10000000487,234957,3942,CODE30,Deposit,CODE20,Referral,First Deposit,6,3998,,,,770,,,,6/21/2025,Locked,Bonus Used,Slot Bonus,Paused,Regular Bonus,Bonus,11/26/2024,7/12/2024,2/2/2024
10000000100,585487,297,CODE30,Registration,CODE20,Deposit,First Deposit,5,4311,,,,272,,,,10/18/2025,Locked,Bonus Expired,Slot Bonus,Completed,Special Bonus,Cash,2/23/2024,11/18/2024,1/7/2024
10000000332,301979,2842,CODE50,Referral,CODE10,Deposit,First Deposit,1,2948,,,,235,,,,2/11/2025,Unlocked,Bonus Expired,Slot Bonus,Paused,Regular Bonus,Cash,4/20/2024,4/23/2024,5/8/2024
10000000453,566814,2265,CODE20,Referral,CODE10,Deposit,Mini Registration,9,3105,,,,825,,,,5/4/2025,Locked,Bonus Expired,RV Bonus,Paused,Special Bonus,Cash,10/2/2024,2/15/2024,11/13/2024
10000000136,731189,3579,CODE10,Referral,CODE10,Registration,Mini Registration,1,145,,,,203,,,,12/21/2025,Expired,Bonus Expired,RV Bonus,Completed,Special Bonus,Cash,4/14/2024,3/26/2024,5/23/2024
10000000388,500339,321,CODE20,Registration,CODE50,Deposit,First Deposit,7,4698,,,,343,,,,6/21/2025,Expired,Bonus Used,Table Bonus,Paused,Special Bonus,Bonus,6/10/2024,5/3/2024,11/17/2024
10000000945,432496,3414,CODE20,Registration,CODE50,Deposit,Mini Registration,8,4200,,,,273,,,,1/29/2025,Unlocked,Bonus Expired,RV Bonus,Pending,Special Bonus,Bonus,7/20/2024,3/2/2024,10/29/2024
10000000976,449264,2448,CODE30,Registration,CODE50,Referral,First Deposit,7,4801,,,,460,,,,11/7/2025,Locked,Bonus Expired,Slot Bonus,Pending,Regular Bonus,Bonus,7/4/2024,5/6/2024,9/24/2024
10000000267,740209,2397,CODE50,Registration,CODE30,Referral,First Deposit,6,2501,,,,198,,,,2/1/2025,Locked,Bonus Transferred to Cash,RV Bonus,Paused,Special Bonus,Bonus,9/15/2024,2/11/2024,4/28/2024
10000000412,512154,2539,CODE20,Registration,CODE30,Deposit,Referral Bonus,2,2979,,,,953,,,,10/25/2025,Locked,Bonus Expired,RV Bonus,Pending,Regular Bonus,Bonus,4/10/2024,12/28/2024,10/30/2024
10000000072,382946,989,CODE30,Deposit,CODE50,Deposit,Mini Registration,8,4881,,,,724,,,,3/2/2025,Unlocked,Bonus Used,Table Bonus,Pending,Special Bonus,Bonus,1/3/2024,7/23/2024,9/10/2024
10000000935,169553,61,CODE20,Registration,CODE10,Referral,Mini Registration,4,1231,,,,503,,,,6/23/2025,Locked,Bonus Expired,Table Bonus,Paused,Special Bonus,Cash,11/11/2024,2/26/2024,1/12/2024
10000000021,668862,4572,CODE10,Deposit,CODE30,Deposit,First Deposit,3,4471,,,,563,,,,1/4/2025,Locked,Bonus Used,Slot Bonus,Paused,Regular Bonus,Bonus,11/24/2024,2/19/2024,9/7/2024
10000000145,630548,2882,CODE10,Registration,CODE20,Referral,Mini Registration,4,3337,,,,441,,,,6/11/2025,Expired,Bonus Transferred to Cash,Slot Bonus,Pending,Regular Bonus,Cash,11/26/2024,12/30/2024,5/5/2024
10000000337,341518,124,CODE10,Referral,CODE20,Registration,First Deposit,8,4459,,,,269,,,,6/8/2025,Expired,Bonus Expired,Slot Bonus,Completed,Special Bonus,Bonus,5/21/2024,1/28/2024,2/7/2024
10000000547,417960,2184,CODE30,Registration,CODE20,Deposit,First Deposit,3,2077,,,,622,,,,7/7/2025,Locked,Bonus Transferred to Cash,RV Bonus,Paused,Regular Bonus,Bonus,1/2/2024,6/18/2024,12/12/2024
10000000315,348269,4633,CODE50,Referral,CODE10,Referral,Mini Registration,2,3586,,,,178,,,,5/29/2025,Unlocked,Bonus Used,RV Bonus,Pending,Special Bonus,Bonus,11/30/2024,1/29/2024,5/1/2024
10000000972,669931,2789,CODE30,Registration,CODE10,Deposit,Referral Bonus,8,1195,,,,97,,,,2/23/2025,Locked,Bonus Expired,Slot Bonus,Pending,Special Bonus,Bonus,8/2/2024,6/24/2024,9/12/2024
10000000171,933189,2876,CODE30,Registration,CODE30,Deposit,Referral Bonus,3,2073,,,,65,,,,7/18/2025,Expired,Bonus Used,Table Bonus,Paused,Special Bonus,Cash,3/27/2024,9/24/2024,6/12/2024
10000000390,274352,4011,CODE10,Deposit,CODE20,Referral,Mini Registration,3,2483,,,,941,,,,11/9/2025,Expired,Bonus Used,Table Bonus,Paused,Special Bonus,Bonus,12/2/2024,7/2/2024,10/18/2024
10000000012,399956,3800,CODE20,Registration,CODE10,Deposit,Referral Bonus,9,283,,,,846,,,,5/14/2025,Unlocked,Bonus Used,Table Bonus,Completed,Regular Bonus,Cash,7/9/2024,1/10/2024,10/24/2024
10000000874,281714,2266,CODE50,Registration,CODE10,Registration,First Deposit,4,3254,,,,360,,,,4/28/2025,Locked,Bonus Used,RV Bonus,Completed,Regular Bonus,Cash,11/30/2024,2/26/2024,12/1/2024
10000000004,571445,4799,CODE30,Referral,CODE30,Deposit,Referral Bonus,8,4436,,,,639,,,,6/3/2025,Expired,Bonus Used,Table Bonus,Pending,Special Bonus,Bonus,8/20/2024,1/9/2024,11/17/2024
10000000838,107808,2723,CODE50,Registration,CODE50,Registration,Mini Registration,1,3218,,,,294,,,,4/13/2025,Unlocked,Bonus Expired,Slot Bonus,Paused,Regular Bonus,Cash,4/30/2024,10/8/2024,4/20/2024
10000000381,280904,1109,CODE10,Referral,CODE20,Referral,Referral Bonus,9,2163,,,,892,,,,5/25/2025,Locked,Bonus Expired,Slot Bonus,Completed,Regular Bonus,Bonus,9/18/2024,3/1/2024,1/15/2024
10000000660,733397,1003,CODE30,Deposit,CODE20,Referral,First Deposit,3,4988,,,,669,,,,9/10/2025,Locked,Bonus Transferred to Cash,Table Bonus,Paused,Special Bonus,Cash,12/23/2024,10/9/2024,11/13/2024
10000000207,408587,3967,CODE30,Registration,CODE30,Deposit,First Deposit,8,4544,,,,587,,,,8/2/2025,Locked,Bonus Transferred to Cash,Slot Bonus,Paused,Special Bonus,Cash,5/10/2024,7/4/2024,12/12/2024
10000000557,131149,508,CODE30,Referral,CODE10,Deposit,Mini Registration,7,2760,,,,385,,,,8/30/2025,Unlocked,Bonus Transferred to Cash,RV Bonus,Pending,Special Bonus,Cash,7/10/2024,7/13/2024,10/20/2024
10000000126,452618,1306,CODE10,Referral,CODE30,Deposit,Mini Registration,4,4577,,,,620,,,,6/24/2025,Locked,Bonus Transferred to Cash,Table Bonus,Pending,Regular Bonus,Cash,7/31/2024,8/15/2024,8/8/2024
10000000124,876678,1003,CODE50,Deposit,CODE30,Deposit,Referral Bonus,3,2059,,,,354,,,,6/1/2025,Unlocked,Bonus Expired,Slot Bonus,Pending,Special Bonus,Bonus,10/8/2024,10/2/2024,1/10/2024
10000000641,675733,1943,CODE10,Registration,CODE30,Referral,First Deposit,9,1572,,,,952,,,,6/9/2025,Unlocked,Bonus Expired,Slot Bonus,Pending,Special Bonus,Cash,2/13/2024,7/7/2024,5/5/2024
10000000833,707517,2014,CODE20,Registration,CODE20,Registration,Referral Bonus,8,3461,,,,961,,,,9/15/2025,Unlocked,Bonus Transferred to Cash,Slot Bonus,Completed,Regular Bonus,Cash,11/25/2024,5/24/2024,7/20/2024
10000000262,938167,3424,CODE30,Deposit,CODE10,Referral,Mini Registration,6,4574,,,,937,,,,12/24/2025,Expired,Bonus Transferred to Cash,Slot Bonus,Completed,Special Bonus,Cash,12/25/2024,1/26/2024,7/16/2024
10000000226,620745,1791,CODE50,Deposit,CODE10,Referral,Referral Bonus,9,2644,,,,348,,,,7/17/2025,Expired,Bonus Expired,Slot Bonus,Paused,Regular Bonus,Cash,5/15/2024,8/31/2024,8/19/2024
10000000722,129609,2789,CODE10,Referral,CODE50,Deposit,Referral Bonus,7,1687,,,,883,,,,3/1/2025,Locked,Bonus Used,RV Bonus,Completed,Regular Bonus,Cash,11/13/2024,4/7/2024,6/6/2024
10000000190,961084,1481,CODE20,Referral,CODE30,Deposit,Mini Registration,2,2763,,,,914,,,,10/3/2025,Locked,Bonus Used,RV Bonus,Completed,Special Bonus,Bonus,9/20/2024,7/27/2024,12/24/2024
10000000832,448340,4421,CODE30,Referral,CODE30,Registration,First Deposit,1,2450,,,,397,,,,10/20/2025,Locked,Bonus Expired,RV Bonus,Completed,Special Bonus,Cash,7/21/2024,6/30/2024,9/20/2024
10000000872,538422,424,CODE20,Referral,CODE20,Deposit,First Deposit,7,3066,,,,629,,,,8/8/2025,Locked,Bonus Expired,Slot Bonus,Completed,Special Bonus,Cash,12/5/2024,7/31/2024,11/6/2024
10000000317,332213,1952,CODE30,Deposit,CODE20,Registration,Mini Registration,1,3711,,,,691,,,,7/14/2025,Locked,Bonus Expired,RV Bonus,Paused,Special Bonus,Bonus,6/20/2024,1/20/2024,11/19/2024
10000000883,144969,4268,CODE50,Referral,CODE30,Deposit,Referral Bonus,3,4517,,,,318,,,,6/15/2025,Expired,Bonus Used,RV Bonus,Paused,Regular Bonus,Bonus,1/15/2024,4/11/2024,5/6/2024
10000000648,789938,1428,CODE50,Registration,CODE20,Registration,Mini Registration,5,1099,,,,731,,,,5/31/2025,Locked,Bonus Transferred to Cash,RV Bonus,Completed,Special Bonus,Bonus,11/28/2024,6/8/2024,2/27/2024
10000000538,192109,4628,CODE50,Referral,CODE30,Referral,Referral Bonus,9,332,,,,934,,,,10/7/2025,Locked,Bonus Expired,Table Bonus,Pending,Regular Bonus,Bonus,7/15/2024,2/28/2024,2/26/2024
10000000089,598177,3203,CODE20,Registration,CODE20,Deposit,First Deposit,7,560,,,,815,,,,3/16/2025,Expired,Bonus Transferred to Cash,RV Bonus,Completed,Special Bonus,Cash,4/22/2024,6/17/2024,9/10/2024
10000000903,386261,2792,CODE30,Deposit,CODE50,Registration,First Deposit,4,2776,,,,969,,,,8/28/2025,Locked,Bonus Transferred to Cash,Slot Bonus,Pending,Regular Bonus,Cash,3/1/2024,2/3/2024,12/28/2024
10000000460,371203,3354,CODE30,Referral,CODE20,Deposit,Mini Registration,1,1722,,,,327,,,,5/14/2025,Locked,Bonus Used,Table Bonus,Completed,Special Bonus,Cash,8/14/2024,11/4/2024,6/14/2024
10000000741,814105,961,CODE50,Deposit,CODE20,Referral,First Deposit,1,859,,,,115,,,,4/3/2025,Expired,Bonus Transferred to Cash,Slot Bonus,Completed,Special Bonus,Cash,2/17/2024,9/27/2024,3/10/2024
10000000060,118297,1067,CODE50,Referral,CODE10,Registration,Mini Registration,4,2077,,,,379,,,,5/1/2025,Expired,Bonus Transferred to Cash,Table Bonus,Paused,Special Bonus,Bonus,5/21/2024,10/24/2024,12/1/2024
10000000294,516949,548,CODE30,Referral,CODE20,Deposit,Mini Registration,8,1910,,,,159,,,,3/9/2025,Expired,Bonus Used,Slot Bonus,Paused,Special Bonus,Bonus,1/22/2024,8/27/2024,8/16/2024
10000000164,714390,4139,CODE20,Deposit,CODE20,Deposit,First Deposit,5,4661,,,,602,,,,2/10/2025,Locked,Bonus Used,Slot Bonus,Paused,Regular Bonus,Bonus,7/5/2024,12/21/2024,5/3/2024
10000000509,884814,3419,CODE10,Deposit,CODE20,Deposit,Referral Bonus,2,2140,,,,563,,,,7/17/2025,Unlocked,Bonus Used,Table Bonus,Pending,Regular Bonus,Cash,9/29/2024,4/29/2024,10/23/2024
10000000823,650546,2861,CODE50,Registration,CODE50,Referral,Mini Registration,3,3946,,,,178,,,,2/25/2025,Locked,Bonus Used,Slot Bonus,Paused,Special Bonus,Cash,5/12/2024,10/26/2024,2/7/2024
10000000251,445652,3007,CODE20,Referral,CODE30,Referral,Referral Bonus,5,4565,,,,177,,,,8/28/2025,Locked,Bonus Used,Slot Bonus,Completed,Regular Bonus,Cash,9/30/2024,8/10/2024,11/17/2024
10000000395,235820,3926,CODE30,Registration,CODE50,Registration,First Deposit,6,698,,,,698,,,,10/15/2025,Expired,Bonus Expired,Slot Bonus,Pending,Regular Bonus,Cash,9/20/2024,10/3/2024,11/24/2024
10000000086,656693,2103,CODE50,Registration,CODE20,Referral,First Deposit,9,1955,,,,873,,,,8/23/2025,Unlocked,Bonus Expired,RV Bonus,Completed,Regular Bonus,Bonus,10/29/2024,5/25/2024,5/6/2024
10000000967,611550,1562,CODE10,Deposit,CODE50,Registration,Referral Bonus,5,4017,,,,741,,,,6/2/2025,Locked,Bonus Expired,RV Bonus,Pending,Special Bonus,Cash,3/11/2024,9/19/2024,6/19/2024
10000000160,628260,4733,CODE50,Deposit,CODE50,Referral,First Deposit,5,2114,,,,76,,,,5/9/2025,Locked,Bonus Transferred to Cash,Table Bonus,Pending,Special Bonus,Bonus,7/3/2024,8/27/2024,8/27/2024
10000000676,429140,3767,CODE30,Registration,CODE20,Referral,First Deposit,6,4055,,,,630,,,,7/17/2025,Unlocked,Bonus Expired,Slot Bonus,Pending,Special Bonus,Cash,8/20/2024,7/17/2024,8/20/2024
10000000691,215073,423,CODE10,Referral,CODE20,Registration,Referral Bonus,1,981,,,,500,,,,7/2/2025,Expired,Bonus Used,RV Bonus,Paused,Special Bonus,Bonus,3/16/2024,7/4/2024,6/26/2024
10000000042,133919,56,CODE50,Deposit,CODE50,Registration,Referral Bonus,3,3953,,,,210,,,,5/26/2025,Expired,Bonus Used,Table Bonus,Pending,Regular Bonus,Cash,3/30/2024,2/15/2024,7/9/2024
10000000082,315519,4560,CODE30,Registration,CODE50,Registration,Mini Registration,8,1087,,,,336,,,,9/15/2025,Expired,Bonus Used,RV Bonus,Completed,Regular Bonus,Bonus,1/31/2024,7/21/2024,6/25/2024
10000000661,846101,4636,CODE10,Deposit,CODE50,Registration,Mini Registration,5,3147,,,,350,,,,11/30/2025,Unlocked,Bonus Used,RV Bonus,Paused,Regular Bonus,Cash,11/1/2024,12/24/2024,7/24/2024
10000000598,908008,2906,CODE30,Deposit,CODE50,Registration,Mini Registration,4,3911,,,,783,,,,1/20/2025,Locked,Bonus Used,Table Bonus,Paused,Special Bonus,Bonus,1/19/2024,11/9/2024,11/26/2024
10000000434,810826,2850,CODE10,Referral,CODE20,Deposit,Mini Registration,3,2861,,,,52,,,,10/8/2025,Locked,Bonus Transferred to Cash,Table Bonus,Paused,Regular Bonus,Bonus,3/16/2024,4/24/2024,11/6/2024
10000000562,801524,520,CODE50,Registration,CODE10,Deposit,Mini Registration,7,1762,,,,713,,,,5/28/2025,Expired,Bonus Transferred to Cash,RV Bonus,Paused,Regular Bonus,Bonus,10/21/2024,2/19/2024,10/28/2024
10000000975,379360,4920,CODE50,Referral,CODE50,Deposit,Referral Bonus,5,502,,,,553,,,,3/11/2025,Locked,Bonus Transferred to Cash,RV Bonus,Completed,Regular Bonus,Cash,3/10/2024,12/20/2024,8/22/2024
10000000095,730827,3316,CODE50,Registration,CODE10,Registration,Referral Bonus,1,2161,,,,67,,,,2/15/2025,Locked,Bonus Transferred to Cash,RV Bonus,Paused,Regular Bonus,Bonus,3/30/2024,3/11/2024,6/4/2024
10000000208,929764,2781,CODE30,Deposit,CODE50,Registration,Mini Registration,2,555,,,,684,,,,7/6/2025,Locked,Bonus Transferred to Cash,RV Bonus,Paused,Special Bonus,Bonus,11/5/2024,2/20/2024,11/19/2024
10000000731,515911,1463,CODE50,Registration,CODE20,Referral,Mini Registration,2,474,,,,373,,,,11/24/2025,Unlocked,Bonus Used,Table Bonus,Completed,Special Bonus,Bonus,3/26/2024,12/12/2024,1/1/2024
10000000949,261185,1193,CODE10,Deposit,CODE10,Referral,Mini Registration,6,4359,,,,822,,,,9/24/2025,Unlocked,Bonus Transferred to Cash,Table Bonus,Paused,Special Bonus,Cash,4/9/2024,5/19/2024,12/27/2024
10000000380,785672,4553,CODE20,Deposit,CODE10,Registration,Referral Bonus,1,2638,,,,690,,,,2/16/2025,Expired,Bonus Used,Slot Bonus,Completed,Regular Bonus,Cash,4/24/2024,5/22/2024,2/16/2024
10000000139,170167,3876,CODE10,Referral,CODE20,Referral,Mini Registration,5,4572,,,,903,,,,4/20/2025,Locked,Bonus Expired,Table Bonus,Paused,Special Bonus,Cash,8/13/2024,12/6/2024,1/18/2024
10000000024,417332,4257,CODE10,Referral,CODE50,Registration,Mini Registration,2,2475,,,,484,,,,9/21/2025,Expired,Bonus Used,Slot Bonus,Pending,Regular Bonus,Cash,5/30/2024,12/2/2024,9/28/2024
10000000933,158145,1965,CODE30,Deposit,CODE50,Registration,Mini Registration,2,3210,,,,390,,,,11/1/2025,Locked,Bonus Used,Table Bonus,Pending,Special Bonus,Cash,5/21/2024,12/14/2024,6/2/2024
10000000812,541864,1629,CODE50,Referral,CODE30,Registration,Referral Bonus,4,1800,,,,779,,,,11/14/2025,Unlocked,Bonus Expired,Table Bonus,Paused,Special Bonus,Cash,11/28/2024,3/14/2024,5/10/2024
10000000516,375645,2277,CODE30,Registration,CODE50,Registration,Referral Bonus,8,530,,,,141,,,,10/11/2025,Unlocked,Bonus Transferred to Cash,Table Bonus,Completed,Special Bonus,Cash,3/11/2024,7/22/2024,9/11/2024
10000000270,277257,512,CODE30,Registration,CODE50,Deposit,First Deposit,7,3430,,,,399,,,,5/14/2025,Expired,Bonus Transferred to Cash,Slot Bonus,Paused,Special Bonus,Cash,2/9/2024,4/22/2024,1/24/2024
10000000225,305942,4380,CODE20,Deposit,CODE50,Deposit,First Deposit,2,1756,,,,722,,,,10/25/2025,Locked,Bonus Used,Slot Bonus,Paused,Special Bonus,Bonus,9/1/2024,5/14/2024,12/11/2024
10000000881,342106,865,CODE50,Referral,CODE10,Referral,Mini Registration,5,4273,,,,851,,,,8/26/2025,Unlocked,Bonus Used,Table Bonus,Completed,Special Bonus,Bonus,11/12/2024,10/25/2024,3/23/2024
10000000171,878823,3426,CODE20,Deposit,CODE50,Deposit,Referral Bonus,5,2486,,,,395,,,,3/20/2025,Expired,Bonus Expired,RV Bonus,Paused,Special Bonus,Bonus,1/25/2024,9/12/2024,8/23/2024
10000000729,199857,4524,CODE20,Deposit,CODE20,Referral,Referral Bonus,7,1608,,,,77,,,,1/5/2025,Unlocked,Bonus Expired,RV Bonus,Completed,Special Bonus,Bonus,10/17/2024,9/18/2024,3/1/2024
10000000123,146554,236,CODE10,Referral,CODE20,Referral,First Deposit,7,3434,,,,545,,,,3/13/2025,Unlocked,Bonus Expired,RV Bonus,Pending,Special Bonus,Cash,5/10/2024,1/29/2024,1/15/2024
