txn_datetime,txn_month,txn_year,user_id,win_amount,win_count,deposit_amount,deposit_count,total_unique_players,table_count,game_played_count,wager_amount,wager_rejoin_amount,partner_wager_amount,partner_rake_amount,partner_won_amount,other_cost,rake_amount,rejoin_rake_amount,cash_as_bonus,bonus_as_bonus,rc_cash_as_bonus,rc_bonus_as_bonus,withdrawal_amount,withdrawal_count,cg_wager_amount,cg_wager_count,cg_wager_refund,cg_wager_refund_count,cg_winning_amount,cg_won_count,cg_bonus_amount,cg_bonus_count,Platform_fee,Platform_fee_count,first_time_depositdate,DEPOSIT_TYPE,mg_wager_amount,mg_wager_count,mg_wager_refund,mg_wager_refund_count,mg_winning_amount,mg_won_count,mg_platform_fee,Withdrawal_Balance,ante_wgr_amount,ante_wgr_count,call_wgr_amount,call_wgr_count,ante_wgr_refund_amount,ante_wgr_refund_count,call_wgr_refund_amount,call_wgr_refund_count,ante_win_amount,ante_won_count,call_win_amount,call_won_count,casino_holdem_platform_fee,casino_holdem_platform_count,one_day_teen_patti_wgr_amount,one_day_teen_patti_wgr_count,one_day_teen_patti_wgr_refund_amount,one_day_teen_patti_wgr_refund_count,one_day_teen_patti_won_amount,one_day_teen_patti_won_count,one_day_teen_patti_platform_fee,one_day_teen_patti_platform_count,session_count,session_time_in_minutes
9/28/2024,3,2024,1E+11,837,33,3445,3,3,6,3851,4263,3677,1225,638,423,3276,3972,876,3589,4855,1247,4052,4700,4177,4553,1322,3438,2312,4222,3976,763,4042,1691,1242,4827,4627,3699,4132,3880,1002,4712,948,4891,1291,2301,1897,619,2161,1787,1988,4170,3277,1109,3249,1008,3689,3423,2239,1179,3484,3490,184,4165,4168,3899,513,3,150
4/10/2024,2,2024,1E+11,780,47,2969,0,1,9,4874,3340,4276,348,4729,3910,4206,4212,2835,2035,1163,769,2857,3033,2497,3436,2484,4565,2855,2281,1612,578,585,4109,3845,3481,4381,1602,1858,2228,1240,2519,1120,2325,2321,2942,4176,4518,3230,879,1346,1021,726,1582,3023,2506,2813,3952,4049,3973,1641,3060,2446,3162,2332,793,439,19,111
10/5/2024,1,2024,1E+11,521,13,3395,10,4,14,323,1985,899,282,4172,185,4002,122,4679,1487,1042,2933,2878,3384,4082,4433,22,1195,3412,483,1622,3829,2567,1368,4270,4438,518,1144,4901,1479,497,1664,2554,3407,371,2151,1497,4689,79,4346,649,189,558,2083,414,445,1825,1464,987,4250,377,3016,45,2953,3499,4517,1363,14,193
9/27/2024,9,2024,1E+11,366,3,1289,1,3,5,3204,336,4169,1348,4559,2482,3672,2278,4872,2305,2500,2093,763,786,885,4105,63,1395,3655,2946,1035,952,1093,1170,3119,3590,856,2360,2677,377,1317,1140,4757,801,315,1491,2026,1625,1838,3169,957,2669,1775,2356,2491,2995,3679,3340,4804,937,1366,594,439,4727,456,2527,2911,12,34
7/8/2024,10,2024,1E+11,903,24,281,3,4,7,2595,4036,2726,3917,1606,1791,2560,117,439,2708,1417,783,4516,398,3591,2136,1651,4561,4079,3276,4935,3485,3844,1544,4837,3024,3486,341,3133,438,4211,1031,24,1733,4147,260,3777,509,2785,3756,1778,3231,217,2221,3597,2838,13,439,2804,2280,3992,1520,71,4710,1314,763,3184,3,38
3/14/2024,6,2024,1E+11,154,34,972,2,1,12,1729,1684,4825,4251,346,4008,2528,4366,1265,1089,1057,708,471,4246,4084,2107,4356,2052,526,4652,3104,2629,1341,3839,1105,1855,2254,2122,416,2881,159,1503,4766,1182,2834,4028,2074,4123,4170,4501,4159,4670,309,2530,235,4551,3552,4345,1175,4435,1918,158,4594,4883,3531,288,3456,18,13
6/30/2024,4,2024,1E+11,177,8,4533,17,3,14,4411,4813,2797,2371,442,987,3755,3476,4271,4739,2128,3169,816,4894,4199,827,4406,415,1568,1856,3510,1442,1797,2367,3103,17,3138,2290,3686,4763,1291,3494,117,2968,4401,3949,517,4238,620,3478,3963,195,1728,2158,1266,1959,3972,1529,3830,461,1150,675,57,3917,3029,4334,3656,7,120
2/28/2024,8,2024,1E+11,613,36,2890,12,2,10,3718,4996,1715,4360,4796,4797,2149,2673,1899,388,3793,3370,2904,2693,395,4668,4636,4378,2286,1207,4755,4192,3408,4662,1365,2637,357,4775,2389,2466,4517,2767,2621,3182,2389,4582,1916,3496,4118,3827,3502,7,1798,1124,162,3885,3361,652,4534,878,2511,3227,2668,3702,3176,2291,733,4,16
4/29/2024,4,2024,1E+11,533,48,1929,1,2,5,4169,4349,2038,3561,4040,3041,3105,2556,1498,3432,265,544,1717,1282,3120,3639,2911,3146,1953,4832,4479,1884,1976,3928,4350,572,112,228,4890,2286,2327,3356,2256,74,601,1360,3736,3563,4145,4168,497,3516,4457,3379,4973,99,2399,3888,170,656,3475,1939,1788,2541,4638,2724,4076,17,165
9/10/2024,8,2024,1E+11,24,27,3813,7,1,2,4213,2917,1794,516,842,4261,4477,1419,1035,3120,2433,124,45,4528,4298,4390,1182,1231,280,618,1689,3941,4617,3821,4482,2720,4645,3364,1876,3848,4879,4027,4478,2471,555,494,824,4860,2694,1215,3892,3805,1312,3002,2997,408,3194,2056,1686,964,3194,4453,3009,2339,1081,1980,1918,18,103
7/6/2024,5,2024,1E+11,23,25,3011,19,4,4,290,851,1278,2940,1700,2662,1347,4259,4142,4056,206,3465,999,1162,1632,3990,2765,2013,4133,1859,124,2190,3798,2421,2001,2376,2392,2094,2659,2633,2522,1613,3557,193,801,2595,886,4381,2212,3954,3112,3816,2472,1882,455,1141,1251,1417,3156,2390,3782,567,3561,249,2288,4775,1517,14,67
5/25/2024,5,2024,1E+11,986,45,4693,0,3,5,4658,4988,1061,4166,4217,4787,1740,2235,1530,4145,2491,2739,1356,4057,4685,2940,3370,168,935,636,517,2010,37,3640,424,995,1687,3087,2870,4056,185,1151,175,198,755,972,3078,3811,2591,274,515,1638,2490,1306,53,912,1711,4067,1060,2647,1179,2353,3719,1297,2720,4297,883,5,94
8/22/2024,1,2024,1E+11,99,17,2676,16,1,1,3495,78,1441,4105,3338,2111,2802,4803,1210,1186,3891,2097,1879,3273,12,1399,2887,4658,2604,2356,3869,585,2202,4606,3571,696,1749,2800,858,1372,3996,2597,212,3244,4949,4520,3235,3217,4592,644,439,2388,1857,329,4036,3781,4649,505,1034,3211,210,831,4165,1306,336,3804,3512,13,110
4/19/2024,7,2024,1E+11,313,46,318,18,1,13,3288,3599,1221,4115,1970,4508,1612,2803,3175,2697,280,2628,3870,2608,4857,3201,603,3454,3624,118,807,4514,2068,140,2246,2473,1131,3900,4056,2106,3859,516,245,2497,4479,2842,2301,3890,3181,2980,3433,3668,1031,1272,1767,1084,2939,1768,4591,4101,2229,4186,3750,4792,4049,488,1594,8,106
7/27/2024,5,2024,1E+11,945,18,3155,15,4,9,3030,2680,2612,4306,1833,3578,4010,916,1845,866,1537,1142,2362,3064,1263,4033,2313,4954,533,77,1166,4149,607,4897,3859,1661,2351,1579,1773,1782,4655,4525,1741,2345,4262,3081,108,1707,3149,4318,42,4798,4006,1878,4188,732,169,446,3464,3433,1328,2590,3608,2738,1543,1754,3804,10,157
8/2/2024,3,2024,1E+11,741,46,2456,5,3,9,772,3306,2927,3682,689,910,2927,1159,2171,4845,630,120,542,1117,77,4948,426,130,4079,1233,2240,123,2143,3741,4657,259,3814,2673,4774,2103,1022,1895,4874,816,4009,620,210,4097,4749,670,3011,2432,487,493,451,4453,4566,4956,4587,1480,3467,2392,4726,572,4276,3106,3035,10,160
8/30/2024,9,2024,1E+11,307,44,2405,1,2,5,2592,1764,1788,509,3123,3287,4003,905,289,3650,4713,3331,489,2750,663,3936,924,450,2758,4912,3508,264,3730,197,3138,423,677,860,2154,1833,2663,874,3886,2411,375,3808,1701,4733,3532,784,1353,3794,3368,4728,2153,4827,4143,1590,3905,341,2091,48,2292,2644,838,4935,2685,19,107
1/12/2024,3,2024,1E+11,104,12,4015,13,1,12,3724,3404,4981,2308,3498,1694,3751,1645,3469,4542,4681,3939,1551,2022,4332,1498,4483,1181,4971,1011,2053,3126,3626,473,395,1802,3815,611,1967,224,4025,2926,2689,4378,3717,760,4107,1302,4815,561,1477,4780,2445,3525,3603,2423,918,4550,3240,2479,2289,4888,4916,27,4098,1270,2620,4,99
7/22/2024,9,2024,1E+11,705,34,96,18,2,9,3914,862,4862,4830,803,2420,3558,4873,104,1461,1370,2503,3734,943,3178,400,2863,2824,4703,2830,3577,4428,3299,938,4951,2690,2635,3616,736,4270,256,1927,750,952,1812,689,1501,2665,2726,3373,1040,4136,1124,3938,11,3719,842,3507,150,4210,634,952,2185,375,3366,3433,1589,14,129
3/22/2024,6,2024,1E+11,641,14,4404,5,4,13,486,2194,2981,2039,403,3745,3954,1026,3665,1262,3837,2947,1633,4499,842,1304,2766,1872,2808,4645,3466,3269,2898,1233,2732,1309,2414,427,2445,2479,2551,2608,1899,728,3935,3110,0,932,1727,3376,5,2852,608,4437,4732,1085,3866,3547,4648,2418,1800,789,2078,2563,3525,4150,2087,7,151
5/26/2024,10,2024,1E+11,962,18,2269,10,4,6,4811,2137,826,2223,1605,3147,1502,779,1730,1045,1459,844,1377,3186,2812,2200,565,1776,1549,4780,2223,2627,2821,2056,3538,480,2733,2890,1121,4629,1404,3851,1594,1031,241,156,1859,3752,3171,4767,3370,2815,1123,4686,121,2658,153,1430,2100,2445,4529,592,1925,268,3010,2834,334,2,176
12/3/2024,5,2024,1E+11,90,41,1035,6,1,7,3056,113,1482,1133,1181,2545,4411,1176,2761,1166,4954,951,870,670,4383,641,966,1054,810,4858,3185,2259,1640,2514,269,4634,1398,167,1890,1968,127,3666,4459,2945,4737,2635,2503,182,4490,1675,4262,3811,583,4946,2416,1805,1384,3024,4397,261,3680,3343,4938,4822,537,1902,1778,7,175
11/24/2024,3,2024,1E+11,227,19,4171,7,2,2,3407,2359,497,545,4429,974,957,4736,646,529,2743,186,3960,3695,2605,1728,2022,3679,2705,2879,3997,1233,4414,3005,4333,3622,2676,2111,3691,1638,4764,2810,3302,1144,2564,485,3073,1965,1343,4849,1055,2693,2679,1160,435,3437,4570,4402,378,4629,905,1503,296,1539,3819,1364,1045,8,96
7/11/2024,10,2024,1E+11,7,6,1487,3,2,9,2406,4173,4984,1074,1155,1053,4409,3951,753,548,1072,1169,617,1654,3653,2582,3369,564,436,636,3707,3313,482,4052,2243,4928,66,2463,1052,2828,4349,4269,1520,797,3997,455,4408,2939,81,2218,4814,2842,2332,1668,3397,1577,4714,4872,603,1718,4792,4156,917,4961,2216,1996,1452,18,75
6/12/2024,8,2024,1E+11,899,24,1232,19,2,2,2763,220,3446,2978,1765,2475,804,797,1216,3521,952,2664,1208,1461,3330,1400,2650,1779,1092,1910,873,880,1025,4220,154,1391,800,3124,4966,2692,4332,4680,1271,3053,3649,1343,3783,2008,54,1368,2966,920,4245,4581,1693,3192,2956,4101,4173,2603,1450,3987,407,470,2468,980,252,12,83
1/28/2024,1,2024,1E+11,766,34,39,13,1,12,1882,2465,278,1693,96,1872,4658,3938,3511,563,1830,920,1800,562,4961,4700,1416,4833,4067,4276,4202,1160,4298,2294,835,1205,4448,3066,3363,3075,4453,330,4074,1877,0,1796,4063,3125,311,1577,4480,4271,534,661,4075,1421,499,4908,4075,30,4098,936,2696,4580,4953,2995,803,13,39
8/4/2024,3,2024,1E+11,326,14,1415,11,3,5,2760,1775,2890,1472,1588,4847,1612,4134,3620,4155,2601,1683,4535,4450,4668,4296,1702,890,517,601,4510,3043,314,4017,1677,3116,1605,4005,4798,3170,274,994,4471,1295,126,2889,3118,4186,4969,1301,4994,2779,4978,3834,722,4052,2817,976,187,4367,3568,1068,1658,2194,1551,452,2924,3,145
2/26/2024,4,2024,1E+11,707,2,4376,0,4,7,3786,2319,868,4354,3651,249,3481,657,4345,1608,3567,603,2551,858,3817,3703,641,572,3063,4774,874,2873,3446,290,113,1742,3413,1844,3377,2035,1465,2959,3191,3232,3883,1440,539,2267,1101,632,3351,3527,2938,2851,3428,38,4183,3608,2030,109,239,3777,1274,2114,2115,2875,3245,3,192
11/29/2024,12,2024,1E+11,449,34,3506,2,2,11,2856,2194,2299,1093,1435,4542,1416,3520,2227,4833,4231,2100,1490,3609,43,1256,2446,561,4731,1679,903,2323,3466,314,4402,2327,1827,2664,68,2269,3515,2518,3176,3200,1180,918,3910,2418,3644,3699,3501,2663,3570,4312,2887,2911,2942,2968,650,2740,4820,1246,2141,4406,3634,4302,345,7,85
4/3/2024,4,2024,1E+11,130,9,2597,3,4,4,674,4267,4874,3557,865,2153,2931,3244,859,220,3403,3362,1081,2202,4323,3018,2115,1483,2569,4442,2365,1231,880,3210,1531,2477,2727,236,4451,4534,2254,2595,1435,2710,1494,1092,3992,4469,2414,4792,1759,2063,4712,2349,4061,1107,4062,4476,185,4275,4594,2765,488,4269,4258,64,4660,14,67
12/15/2024,11,2024,1E+11,222,44,1789,18,3,10,805,1483,577,2623,2574,1937,1961,259,1539,474,4445,342,1148,2687,1657,4691,1958,2744,973,3763,3803,4607,1059,3384,544,2356,1283,2235,829,2926,884,4197,4341,3122,4149,4861,1262,4937,757,249,4015,2417,2682,4022,3457,4614,4553,1289,4958,733,1379,3337,2128,2487,731,1114,2259,5,110
2/26/2024,1,2024,1E+11,163,0,3714,11,2,4,796,471,1524,2928,585,1608,1175,3535,4739,4041,593,2595,121,1967,4121,101,3135,2996,1331,1718,3930,2273,119,4113,3177,2930,4399,4464,3313,540,880,1604,1265,3076,1396,195,1411,4632,4842,2867,4718,4337,333,3862,4253,822,1776,2621,1451,705,4412,589,1252,4905,1691,2738,1491,3,86
1/25/2024,2,2024,1E+11,24,47,4585,2,1,5,1901,4016,138,4714,1189,4820,4370,4186,1104,3640,2879,3505,262,1568,4959,4306,4096,4361,3835,4330,2231,2176,2574,2078,693,599,3768,2931,1485,3529,1056,1474,3403,4803,1805,1983,3009,3964,567,238,2952,3297,1903,1997,3302,3357,2019,4395,2445,4700,854,3342,1480,3523,4283,4700,2840,8,57
10/3/2024,6,2024,1E+11,296,29,1096,6,4,4,1467,3332,3753,430,4484,2917,4469,1987,1938,1536,592,4191,4185,1480,1028,1451,4256,568,1626,146,590,2483,3748,3276,4567,160,1855,1043,2239,2836,1242,345,3037,4586,1432,4242,1830,4002,3939,4475,3244,4096,1383,2660,4845,3608,2167,212,2696,4916,2391,3742,1231,1360,4538,1225,2311,3,106
1/7/2024,9,2024,1E+11,158,20,1404,8,2,4,1339,4613,3774,3892,2588,3934,2845,4492,684,2654,2537,3812,2073,3623,1259,3628,3691,1753,2873,2531,1001,3491,4537,74,3692,739,760,2950,3586,579,4521,2725,4885,1931,4319,3956,4937,4593,1952,1169,3733,1297,2452,4613,4020,3151,3153,4998,4422,3937,2597,2843,2203,3235,4125,3660,3281,1,32
6/14/2024,9,2024,1E+11,403,44,2742,19,1,4,4694,1790,3390,4530,4907,618,2689,2698,1390,2568,1874,2991,3514,2448,991,4594,2597,4266,4627,2034,4833,4735,2794,79,3555,1779,2449,2118,4950,3963,1589,4901,550,3415,3213,3836,3616,1606,3642,481,3501,3881,4344,2678,2682,4045,2267,3154,3260,4507,1236,4698,2092,1030,1564,3140,4843,9,73
7/28/2024,1,2024,1E+11,400,28,1981,9,3,5,4467,466,3034,1493,2148,4880,4697,3953,3684,2469,2337,3278,2294,2409,279,517,962,1507,393,516,4508,4185,2444,3788,1815,2457,2455,1491,2540,1972,1959,3629,206,1183,4444,1216,1256,696,2318,4463,4290,2561,3804,2322,2191,4678,3544,345,3674,607,3744,149,606,3602,342,3910,4734,6,65
9/6/2024,8,2024,1E+11,28,8,733,8,2,9,329,3774,3525,2847,4712,4212,852,308,4544,3934,3118,823,2878,1422,3736,817,2425,441,2328,2792,3206,4761,2440,3287,1174,1194,1870,1058,4401,3668,1748,1663,3550,4190,3296,4585,3323,2663,1705,1327,1519,922,53,2391,2955,206,4587,4120,3634,2378,2386,719,334,2871,4831,2377,3431,14,192
10/10/2024,2,2024,1E+11,514,25,2640,16,2,14,3922,158,710,1933,4902,2545,2282,347,4905,557,4034,976,1062,4035,4916,148,226,4241,2010,2675,3619,500,4840,721,3617,4116,3370,186,4568,1505,4607,2946,1707,967,606,3562,384,1190,1152,1258,2439,4477,4215,3685,3128,147,2829,831,4044,4523,4622,1937,1923,1287,1912,553,3406,18,50
3/25/2024,6,2024,1E+11,184,22,2364,9,1,7,3750,1266,718,4481,1287,4302,4767,4769,1786,1367,3102,2764,1945,3688,533,3758,4339,1339,4403,3417,3975,3465,3537,4328,3314,3419,1197,1393,2776,4596,2260,2169,4968,3924,142,861,4804,4609,1532,1861,3181,4173,1314,2351,955,3575,3576,4968,4709,3394,2023,3141,198,4804,252,2871,1637,1,59
9/19/2024,10,2024,1E+11,911,18,3517,17,4,3,977,2290,3270,327,4816,3074,167,232,4771,3574,368,1301,574,696,4528,991,3751,1293,2954,3348,4556,3274,1596,2524,1812,2861,4160,3253,1789,1422,433,3286,1143,158,1215,1681,344,776,953,238,2443,4983,257,3964,2684,4330,401,69,4343,1805,1045,1507,1735,1161,2672,2558,1230,11,50
12/23/2024,8,2024,1E+11,961,0,675,1,3,12,2654,1426,751,4418,4938,2447,1804,4277,137,4447,2107,4825,1833,966,4698,1637,401,4894,2484,1270,1514,234,1873,1828,320,4702,2247,4631,4612,1084,3689,3297,2217,4698,623,610,1640,4316,2848,2296,1005,3791,1225,1199,3925,2277,1474,4898,3480,179,3158,4985,1828,3263,4685,4550,4363,16,28
11/17/2024,3,2024,1E+11,254,41,1493,9,4,1,2175,4950,3294,2840,281,3893,78,758,825,4791,2884,2694,4065,415,4882,3092,2146,4887,2434,3723,1724,925,3357,1693,4108,1517,721,2475,1371,1579,2098,3294,964,430,4234,3960,1120,4577,3954,1580,886,2573,1875,760,2077,443,236,4971,2825,3749,4290,85,525,4363,1404,398,3661,19,68
12/7/2024,6,2024,1E+11,368,3,3347,8,2,6,4148,96,1201,1120,797,4220,1497,3076,1735,2610,1830,4302,3598,2957,4636,4604,1370,2199,1394,1144,1946,3934,454,3825,4892,3245,4023,1228,3322,4761,2095,4387,4696,2771,4552,2466,2715,1955,4809,4516,176,1174,1591,1408,95,2414,1841,3578,4388,4645,732,4470,785,337,4018,2164,860,9,90
7/8/2024,1,2024,1E+11,589,45,2936,14,2,10,166,70,130,1526,3832,3024,2087,730,4695,247,3743,228,4477,1289,1694,4214,514,852,3679,2408,3269,350,2199,3434,4412,614,934,4129,1985,1859,1914,1812,2236,3127,1085,3251,3080,4727,3980,2073,459,4238,339,1435,160,2074,4632,2200,1441,3197,1142,4871,533,3589,4664,2311,4045,1,180
10/7/2024,11,2024,1E+11,666,30,4880,14,3,9,3107,3729,2681,77,1362,3207,1590,1184,538,1011,1067,145,3806,4334,1473,1051,4888,1102,3667,4260,4706,1397,336,600,1652,3541,1620,2318,3942,1913,1963,4995,4233,3375,177,3839,2581,1301,4419,3267,1479,1442,3573,3855,2011,2177,1627,4336,1222,3155,1584,3320,4182,431,2103,2625,1318,19,128
2/18/2024,2,2024,1E+11,14,5,4404,1,2,7,171,2664,2966,1919,2952,2710,3767,4856,1794,1486,286,3949,4895,3050,1597,2154,1883,2644,4280,3874,4550,1887,1364,3557,4235,4007,1885,302,3159,3738,222,1369,4882,2127,828,89,4726,4002,2488,1608,1006,3483,2919,2847,3262,2593,292,3520,4798,4028,4607,682,236,1281,1892,2194,2131,2,61
8/29/2024,9,2024,1E+11,497,8,2474,4,1,14,629,4035,3166,4900,4286,2719,2391,1184,4979,831,55,2091,3412,1150,4663,2627,4294,2908,754,1714,3812,98,4536,2062,2961,1514,4262,3532,4986,4119,4418,4166,3884,3775,673,3304,1737,3502,2358,4645,2275,3822,2338,4315,3072,3805,2920,3127,1904,1289,4191,1059,3792,4368,2,2526,107,11,101
8/29/2024,4,2024,1E+11,254,37,3731,8,3,2,2370,2369,4057,4196,3879,737,1072,4824,4957,194,3172,2680,2662,2336,1453,4419,4406,2151,370,827,26,2264,2471,4495,547,1308,977,4026,2663,104,3418,3493,2638,3006,659,4889,4610,2230,3187,2582,1498,4718,2147,1076,1301,1501,2151,233,245,4529,2886,2622,2372,3260,300,1779,937,1,132
4/13/2024,5,2024,1E+11,504,38,1322,1,3,7,3588,3770,899,155,2493,4262,4305,3132,662,3990,1862,673,3465,220,1181,1384,3983,1323,1223,3247,3429,3371,1118,3329,4411,4055,3108,3410,2017,2052,70,1782,3963,2105,2880,1409,4301,373,4075,893,1893,3965,1116,421,3237,4774,2492,698,4208,3569,2199,4512,3279,4237,1238,3920,1817,9,64
8/21/2024,2,2024,1E+11,341,34,4417,9,3,10,3245,2359,588,2856,3392,1892,4679,278,3281,4973,2578,3679,1961,1867,3730,357,763,4902,1792,258,979,2923,478,1892,2127,4349,854,4301,99,861,1860,3146,2589,1629,533,2587,308,2462,780,3893,519,1393,4888,1699,3490,3319,119,2441,4391,3478,1049,4358,2573,1811,504,3193,4916,19,39
12/16/2024,8,2024,1E+11,37,31,4435,7,3,10,4054,3541,4143,4332,2516,4195,1293,1953,2324,4081,3777,3208,943,4756,4178,2592,3771,1278,1710,256,546,4359,818,2745,2139,3961,3259,1795,2513,3410,1731,2157,3588,4968,1474,3226,508,3448,4659,2134,3601,1824,738,4954,2442,4905,1671,3685,1844,921,2053,4961,4258,889,2590,805,4542,17,77
7/3/2024,6,2024,1E+11,120,28,1524,16,2,6,4317,3177,4694,4082,468,3782,4637,2530,3093,3508,900,1603,1550,3795,4717,2958,1896,3897,1253,4532,2937,124,48,3243,2374,4144,3658,683,4262,1827,3027,1285,3021,2161,4561,4276,272,804,3590,4806,3720,1626,1013,4238,1698,554,4004,3472,4378,4399,1164,617,1613,2956,581,661,4290,5,135
3/21/2024,12,2024,1E+11,266,18,50,18,3,8,4263,1376,3180,660,3525,628,4735,2536,3989,1742,3251,695,268,1461,3032,2754,4755,1584,1508,1531,1546,3010,538,4794,2091,4336,2617,1650,2303,953,2563,2627,3618,4216,3920,2285,4940,4268,1583,3941,4526,2336,46,1670,3967,3463,4695,2082,4153,688,1854,3058,1667,1644,2426,94,4917,12,143
9/21/2024,12,2024,1E+11,388,38,4782,7,4,11,425,2774,1765,1116,4951,1386,2222,2327,1539,1290,2461,195,80,3244,4196,3059,2538,111,477,3825,1528,2258,4034,3805,2320,585,274,3072,4462,4692,1640,2496,3800,4430,1554,694,1930,2805,3208,2919,1010,1911,540,2200,295,915,462,4057,2109,1311,3025,2910,2631,382,76,954,2850,10,163
7/24/2024,6,2024,1E+11,389,9,2995,11,4,4,734,1358,4541,4189,243,1763,4439,1989,3973,4299,737,1790,3427,1084,4328,3580,4349,108,593,642,1918,3965,3402,65,3104,2476,2743,4263,790,2257,3352,3338,415,3138,1541,1677,4892,1464,3001,2666,1074,749,3107,91,4547,1954,129,2305,4879,719,625,165,1522,259,136,1214,3703,14,141
8/30/2024,9,2024,1E+11,26,18,1693,2,3,5,992,4120,4661,3035,1090,3202,278,2500,1805,4361,907,855,2321,3093,972,3227,4375,1416,3394,2187,2762,2183,2284,3332,1889,219,4303,792,957,229,3059,899,2201,2371,3299,233,4667,4301,3592,3097,4297,3121,1294,237,4217,98,1208,2202,262,2341,4579,3956,1542,457,999,3829,3853,10,101
12/18/2024,12,2024,1E+11,339,0,2528,6,1,12,2820,2499,4723,1117,4624,4683,3197,1781,2277,2933,3021,4366,3364,45,1512,425,2499,3140,3678,4957,3833,4431,1543,2819,738,280,3877,4647,332,4109,1283,4591,4019,2437,2240,2697,4570,4494,3255,1999,2994,183,4665,599,907,1619,247,2686,1734,3834,1225,1225,1415,202,1519,1534,1550,11,190
11/5/2024,1,2024,1E+11,234,2,665,19,2,13,4487,4887,4150,1262,3891,3228,1019,3834,2692,4993,3443,573,3050,4994,274,2769,1203,1096,4892,1424,2549,4914,81,152,2863,3270,1510,4488,1812,2236,1118,3223,1780,1190,4317,3407,2038,515,1706,2088,2499,3928,978,492,1806,2667,2699,542,3301,1383,783,4558,4162,1036,3289,3621,204,5,171
8/19/2024,2,2024,1E+11,764,38,1763,9,2,10,4418,1215,4594,1379,4525,1983,4852,4849,4150,4485,1569,4569,594,1659,4232,4106,4657,640,3250,1665,3209,123,983,4103,3032,1890,3268,1252,1363,4933,4488,3422,2495,2103,46,1626,3031,3055,3137,4365,1465,430,4176,3987,4963,1686,110,1354,4673,2107,568,2905,1474,3890,4826,3037,1432,15,55
11/1/2024,6,2024,1E+11,663,20,4730,17,4,12,2291,1482,1603,2778,4454,2321,2082,2564,855,4966,4171,2830,2014,1552,1231,2800,3091,4441,893,4789,3719,374,2869,3862,2079,4035,2257,4913,4016,2575,137,1287,4369,171,30,4642,122,4203,1560,4634,151,4950,3307,2290,146,852,3138,3920,3719,3393,489,3631,48,2439,1847,4611,3010,12,73
12/25/2024,12,2024,1E+11,270,30,4594,2,4,10,2867,2271,4637,3663,2476,833,3710,1414,2378,843,1273,2701,1269,4580,2298,143,4809,687,3437,2102,1829,277,884,1323,4416,2480,3647,1631,3458,725,1295,1049,2251,1117,105,3291,4038,1435,2917,153,1273,1500,1378,3934,4744,2157,4150,1385,1428,4019,3870,831,2652,2460,2277,86,1196,15,105
6/15/2024,11,2024,1E+11,973,45,13,13,2,1,4379,4821,3464,926,4654,540,2360,3533,3831,1342,1776,3377,1049,1794,1961,422,4930,1008,3508,879,2402,4616,849,3489,1967,1597,4540,1272,9,170,4602,4634,4350,902,2740,59,1177,3904,4416,2435,936,4628,3042,656,3304,394,2609,2970,429,444,1859,3377,4363,3679,2984,3220,4484,12,150
4/7/2024,6,2024,1E+11,250,40,3797,5,2,1,136,3246,2780,4372,1555,1101,3783,4098,664,3774,4506,1476,4419,2884,2918,2963,2960,1451,495,3595,1212,4951,3890,3448,2910,4718,1228,3985,4359,3556,1146,3480,484,1722,4260,279,399,2634,2203,2491,1394,2440,2495,855,3480,2924,1516,3964,4473,1019,1635,674,4396,894,1276,2271,3519,1,83
8/15/2024,6,2024,1E+11,239,16,3248,19,3,8,1314,4867,1882,4141,4687,1307,3702,706,4501,1057,2207,3522,1162,1548,479,1351,3400,3340,4292,2192,728,4768,3397,2782,4628,3457,1005,3309,4743,553,1503,3482,2765,1490,3761,1656,3012,2812,472,3864,4729,1648,3526,2358,2629,3982,4431,1602,3449,4675,2525,3585,2667,1491,1130,4096,3259,17,19
5/30/2024,12,2024,1E+11,437,0,4160,6,1,14,4928,1250,982,4224,3180,4764,1662,2795,714,366,4509,1787,3061,1401,457,2236,4437,2396,1866,4689,1234,3395,3939,3356,4016,4267,4873,1834,2528,4904,4117,3236,14,516,556,180,3349,2441,2134,4643,2217,4372,1244,3711,994,3756,403,3432,916,1022,4553,3975,1502,4009,1551,3745,917,4,164
1/16/2024,9,2024,1E+11,72,25,1041,16,4,1,4961,1527,923,408,1512,3082,515,4590,3919,1895,415,2266,2420,1783,2935,2715,3007,2642,3545,285,256,15,4125,1991,2198,2188,1966,119,2160,310,3345,4268,4583,2525,4937,851,3511,4701,579,3477,1745,3859,1126,1910,1053,2981,4232,3929,28,3870,1916,4806,152,366,3337,944,2587,14,47
10/4/2024,2,2024,1E+11,477,15,1288,16,1,8,2532,1818,4217,3906,3967,234,1686,655,2241,2884,191,3298,1646,4917,1460,89,3922,1082,2398,327,1191,684,4932,3385,638,1111,3177,4383,2029,701,591,2734,3618,4346,857,3636,912,3954,1663,4442,4931,1125,539,24,3434,3077,2524,2199,4044,315,4509,2773,2653,602,2991,3301,3600,19,115
3/28/2024,7,2024,1E+11,249,24,2244,13,4,12,109,2093,4987,1227,3705,651,5,595,4880,1108,919,1103,1449,3641,305,921,4763,1023,468,1750,1817,2958,1951,2588,4256,3717,2379,3614,4030,3479,3617,3389,1571,2324,1117,4168,2196,910,548,3059,2375,4350,4704,3029,4173,778,254,2081,4728,2186,4072,4377,938,2474,3074,4209,3250,14,159
